track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,spotify_search_link,youtube_search_url,youtube_url
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,136676504,34,0,29,0,0,120,G,Major,88,15,56,1,0,8,6,https://i.scdn.co/image/ab67616d0000b2738f0df54fd6043164d7c07ae3,https://open.spotify.com/search/Cash%20In%20Cash%20Out%20Pharrell%20Williams%2C%20Tyler%2C%20The%20Creator%2C%2021%20Savage,https://www.youtube.com/results?search_query=Cash+In+Cash+Out+Pharrell+Williams%2C+Tyler%2C+The+Creator%2C+21+Savage,https://www.youtube.com/watch?v=cKEwnhc8ItY
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,190625045,73,45,119,0,0,100,B,Minor,82,76,70,16,0,8,5,https://i.scdn.co/image/ab67616d0000b273210dbb988be90592f4e0a4bd,https://open.spotify.com/search/Potion%20%28with%20Dua%20Lipa%20%26%20Young%20Thug%29%20Calvin%20Harris%2C%20Dua%20Lipa%2C%20Young%20Thug,https://www.youtube.com/results?search_query=Potion+%28with+Dua+Lipa+%26+Young+Thug%29+Calvin+Harris%2C+Dua+Lipa%2C+Young+Thug,https://www.youtube.com/watch?v=FFV6t4Dl_zQ
Born Singer,BTS,1,2022,6,10,279,0,79095270,0,18,6,0,0,158,G#,Minor,60,68,84,4,0,24,11,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,https://open.spotify.com/search/Born%20Singer%20BTS,https://www.youtube.com/results?search_query=Born+Singer+BTS,https://www.youtube.com/watch?v=daGHGu3uKWQ
Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684,20,3,39,0,0,142,D#,Major,56,40,54,72,0,10,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,https://open.spotify.com/search/Little%20Freak%20Harry%20Styles,https://www.youtube.com/results?search_query=Little+Freak+Harry+Styles,https://www.youtube.com/watch?v=hJpvI3w3tDc
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696,23,1,44,1,0,84,F,Minor,71,39,86,2,0,51,25,https://i.scdn.co/image/ab67616d0000b273f52f6a4706fea3bde44467c3,https://open.spotify.com/search/True%20Love%20Kanye%20West%2C%20XXXTENTACION,https://www.youtube.com/results?search_query=True+Love+Kanye+West%2C+XXXTENTACION,https://www.youtube.com/watch?v=k7H2C5L8X7I
Satellite,Harry Styles,1,2022,5,20,3291,5,311482393,43,28,79,0,208,139,,Major,58,30,46,14,0,9,3,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,https://open.spotify.com/search/Satellite%20Harry%20Styles,https://www.youtube.com/results?search_query=Satellite+Harry+Styles,https://www.youtube.com/watch?v=bGZplqeIb3w
Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263,13,2,31,0,0,118,G,Major,56,20,54,67,0,6,5,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,https://open.spotify.com/search/Love%20Of%20My%20Life%20Harry%20Styles,https://www.youtube.com/results?search_query=Love+Of+My+Life+Harry+Styles,https://www.youtube.com/watch?v=hkK5e7CY_h0
Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884,7,1,15,0,0,183,F,Major,65,88,72,36,14,20,3,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,https://open.spotify.com/search/Grapejuice%20Harry%20Styles,https://www.youtube.com/results?search_query=Grapejuice+Harry+Styles,https://www.youtube.com/watch?v=95pX92cUwV8
So Good,Halsey,1,2022,6,9,1057,0,91781263,51,14,19,0,0,83,D#,Minor,63,29,62,4,0,18,4,https://i.scdn.co/image/ab67616d0000b27339e6616a499bc092f469cae0,https://open.spotify.com/search/So%20Good%20Halsey,https://www.youtube.com/results?search_query=So+Good+Halsey,https://www.youtube.com/watch?v=N6tv11_KMiM
Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709,8,1,18,0,0,165,A,Major,72,90,48,32,0,18,23,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,https://open.spotify.com/search/Keep%20Driving%20Harry%20Styles,https://www.youtube.com/results?search_query=Keep+Driving+Harry+Styles,https://www.youtube.com/watch?v=qbcmsEIHWeE
Cinema,Harry Styles,1,2022,5,20,2171,0,189236868,18,1,28,0,0,106,A,Minor,83,90,64,35,5,9,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,https://open.spotify.com/search/Cinema%20Harry%20Styles,https://www.youtube.com/results?search_query=Cinema+Harry+Styles,https://www.youtube.com/watch?v=_ecXNJP-ERY
Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348,63,8,270,2,105,148,G,Major,51,21,63,5,0,41,3,https://i.scdn.co/image/ab67616d0000b273b7e7edfee5626b7b1f15192a,https://open.spotify.com/search/Hold%20My%20Hand%20Lady%20Gaga,https://www.youtube.com/results?search_query=Hold+My+Hand+Lady+Gaga,https://www.youtube.com/watch?v=O2CIAKVTOrc
Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102,15,1,23,0,0,114,E,Minor,71,90,81,31,2,13,3,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,https://open.spotify.com/search/Daydreaming%20Harry%20Styles,https://www.youtube.com/results?search_query=Daydreaming+Harry+Styles,https://www.youtube.com/watch?v=G2BYATpr4uY
Numb,"Marshmello, Khalid",2,2022,6,10,3879,2,295307001,107,76,86,1,9,120,,Minor,91,63,77,12,1,10,5,https://i.scdn.co/image/ab67616d0000b2732ff34dbc50313f8cea7b5db5,https://open.spotify.com/search/Numb%20Marshmello%2C%20Khalid,https://www.youtube.com/results?search_query=Numb+Marshmello%2C+Khalid,https://www.youtube.com/watch?v=mRXKnG2eugU
Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495,33,60,107,1,0,118,F,Major,56,25,45,1,3,7,3,https://i.scdn.co/image/ab67616d0000b2737582716b3666a5235d5af4ea,https://open.spotify.com/search/Me%20and%20Your%20Mama%20Childish%20Gambino,https://www.youtube.com/results?search_query=Me+and+Your+Mama+Childish+Gambino,https://www.youtube.com/watch?v=fDNK7D6YMBQ
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476,139,73,142,0,5,123,E,Minor,60,46,71,3,0,16,4,https://i.scdn.co/image/ab67616d0000b273ef4ed3c74eb9eac3754b60d2,https://open.spotify.com/search/Crazy%20What%20Love%20Can%20Do%20David%20Guetta%2C%20Ella%20Henderson%2C%20Becky%20Hill,https://www.youtube.com/results?search_query=Crazy+What+Love+Can+Do+David+Guetta%2C+Ella+Henderson%2C+Becky+Hill,https://www.youtube.com/watch?v=8bzesUu_a4I
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376,38,79,65,0,1,89,D#,Major,52,28,48,54,1,19,3,https://i.scdn.co/image/ab67616d0000b27360ba1d6104d0475c7555a6b2,https://open.spotify.com/search/SLOW%20DANCING%20IN%20THE%20DARK%20Joji,https://www.youtube.com/results?search_query=SLOW+DANCING+IN+THE+DARK+Joji,https://www.youtube.com/watch?v=K3Qzzggn--s
Boyfriends,Harry Styles,1,2022,5,20,1517,0,137070925,26,2,30,0,0,118,,Major,42,32,20,94,0,11,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,https://open.spotify.com/search/Boyfriends%20Harry%20Styles,https://www.youtube.com/results?search_query=Boyfriends+Harry+Styles,https://www.youtube.com/watch?v=7o1EBarYGOs
BREAK MY SOUL,Beyonce,1,2022,6,21,9724,0,354614964,222,61,259,14,2,115,C#,Minor,70,87,88,4,0,26,8,https://i.scdn.co/image/ab67616d0000b2738b6856b5d68cb40451f4e440,https://open.spotify.com/search/BREAK%20MY%20SOUL%20Beyonc%C3%AF%C2%BF,https://www.youtube.com/results?search_query=BREAK+MY+SOUL+Beyonc%C3%83%C2%83%C3%82%C2%A9,https://www.youtube.com/watch?v=DuOVQTZqTmA
POP!,Nayeon,1,2022,6,24,571,0,213505179,19,21,14,0,2,97,D,Major,80,36,86,4,0,3,5,https://i.scdn.co/image/ab67616d0000b2735fb4a9cfbeb3b7beb337ed02,https://open.spotify.com/search/POP%21%20Nayeon,https://www.youtube.com/results?search_query=POP%21+Nayeon,https://www.youtube.com/watch?v=f6YDKF0LVWw
MORE,j-hope,1,2022,7,1,565,0,155795783,6,52,11,0,0,97,D,Major,78,31,72,1,0,11,4,https://i.scdn.co/image/ab67616d0000b273ce5bba40b16f887e0461c6e2,https://open.spotify.com/search/MORE%20j-hope,https://www.youtube.com/results?search_query=MORE+j-hope,https://www.youtube.com/watch?v=pKdBFeewZYE
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987,228,151,"6,720",3,99,125,F#,Major,45,67,90,9,11,10,5,https://i.scdn.co/image/ab67616d0000b27321ebf49b3292c3f0f575f0f5,https://open.spotify.com/search/Sweet%20Child%20O%27%20Mine%20Guns%20N%27%20Roses,https://www.youtube.com/results?search_query=Sweet+Child+O%27+Mine+Guns+N%27+Roses,https://www.youtube.com/watch?v=1w7OgIMMRc4
Last Last,Burna Boy,1,2022,5,12,4526,12,293466523,156,275,150,3,128,88,D#,Minor,80,55,56,13,0,8,9,https://i.scdn.co/image/ab67616d0000b27312ebde47882280b814275600,https://open.spotify.com/search/Last%20Last%20Burna%20Boy,https://www.youtube.com/results?search_query=Last+Last+Burna+Boy,https://www.youtube.com/watch?v=421w1j87fEM
Sticky,Drake,1,2022,6,17,2814,0,191448892,38,105,25,0,2,137,A#,Minor,88,8,49,9,0,9,14,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,https://open.spotify.com/search/Sticky%20Drake,https://www.youtube.com/results?search_query=Sticky+Drake,https://www.youtube.com/watch?v=H_AE7YSJSWU
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,85924992,11,0,2,0,0,157,A,Major,88,52,69,0,0,8,23,https://i.scdn.co/image/ab67616d0000b273b629e669238964a725937c1b,https://open.spotify.com/search/Hot%20Shit%20%28feat.%20Ye%20%26%20Lil%20Durk%29%20Kanye%20West%2C%20Lil%20Durk%2C%20Cardi%20B,https://www.youtube.com/results?search_query=Hot+Shit+%28feat.+Ye+%26+Lil+Durk%29+Kanye+West%2C+Lil+Durk%2C+Cardi+B,https://www.youtube.com/watch?v=vjbBaai9ZA8
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,0,219196651,53,2,33,0,0,120,,Major,77,94,87,2,0,23,12,https://i.scdn.co/image/ab67616d0000b2738c47a33a55c6d23cc9d2cf3f,https://open.spotify.com/search/Bad%20Decisions%20%28with%20BTS%20%26%20Snoop%20Dogg%29%20Snoop%20Dogg%2C%20BTS%2C%20Benny%20Blanco,https://www.youtube.com/results?search_query=Bad+Decisions+%28with+BTS+%26+Snoop+Dogg%29+Snoop+Dogg%2C+BTS%2C+Benny+Blanco,https://www.youtube.com/watch?v=BGNkkVrJZks
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170732845,51,1,50,0,0,130,E,Minor,72,18,46,7,0,28,8,https://i.scdn.co/image/ab67616d0000b273b690b30a50c94c6da49ba948,https://open.spotify.com/search/STAYING%20ALIVE%20%28feat.%20Drake%20%26%20Lil%20Baby%29%20Drake%2C%20DJ%20Khaled%2C%20Lil%20Baby,https://www.youtube.com/results?search_query=STAYING+ALIVE+%28feat.+Drake+%26+Lil+Baby%29+Drake%2C+DJ+Khaled%2C+Lil+Baby,https://www.youtube.com/watch?v=PM2f835zx88
GIVENCHY,Duki,1,2022,7,20,625,4,185236961,13,18,12,0,0,103,G#,Major,61,38,62,14,0,23,40,https://i.scdn.co/image/ab67616d0000b273b661d9d73921e40ae97cb5e4,https://open.spotify.com/search/GIVENCHY%20Duki,https://www.youtube.com/results?search_query=GIVENCHY+Duki,https://www.youtube.com/watch?v=ymvYySd_P2E
ALIEN SUPERSTAR,Beyonce,1,2022,7,29,2688,0,171788484,39,47,36,0,0,122,A#,Minor,55,46,64,0,0,17,10,https://i.scdn.co/image/ab67616d0000b27369a3c061676c2020adfe8315,https://open.spotify.com/search/ALIEN%20SUPERSTAR%20Beyonc%C3%AF%C2%BF,https://www.youtube.com/results?search_query=ALIEN+SUPERSTAR+Beyonc%C3%83%C2%83%C3%82%C2%A9,https://www.youtube.com/watch?v=-RP19fnff_c
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,https://i.scdn.co/image/ab67616d0000b273bef9b0a348ea8dd18a581025,https://open.spotify.com/search/Mary%20On%20A%20Cross%20Ghost,https://www.youtube.com/results?search_query=Mary+On+A+Cross+Ghost,https://www.youtube.com/watch?v=k5mX3NkA7jM
Attention,NewJeans,1,2022,8,1,799,12,264717480,14,141,9,0,1,105,A#,Minor,81,70,65,24,0,8,4,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209,https://open.spotify.com/search/Attention%20NewJeans,https://www.youtube.com/results?search_query=Attention+NewJeans,https://www.youtube.com/watch?v=x8RIixqumUc
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911,17,10,16,0,4,120,F,Major,90,73,51,39,0,9,6,https://i.scdn.co/image/ab67616d0000b2735b656d32ea6b0b9c54c2d2e0,https://open.spotify.com/search/THE%20SHADE%20Rex%20Orange%20County,https://www.youtube.com/results?search_query=THE+SHADE+Rex+Orange+County,https://www.youtube.com/watch?v=XwRlsNpJgD0
Heartless,Kanye West,1,2008,1,1,17504,34,887906111,63,39,"1,315",0,2,88,A#,Minor,79,66,65,5,0,25,14,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18,https://open.spotify.com/search/Heartless%20Kanye%20West,https://www.youtube.com/results?search_query=Heartless+Kanye+West,https://www.youtube.com/watch?v=Co0tTeuUVhU
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,123473120,54,6,124,1,0,126,A,Major,81,90,73,28,0,29,4,https://i.scdn.co/image/ab67616d0000b2739b93a80dbfd3d789065d7b67,https://open.spotify.com/search/Stay%20With%20Me%20%28with%20Justin%20Timberlake%2C%20Halsey%2C%20%26%20Pharrell%29%20Calvin%20Harris%2C%20Halsey%2C%20Pharrell%20Williams%2C%20Justin%20Timberlake,https://www.youtube.com/results?search_query=Stay+With+Me+%28with+Justin+Timberlake%2C+Halsey%2C+%26+Pharrell%29+Calvin+Harris%2C+Halsey%2C+Pharrell+Williams%2C+Justin+Timberlake,https://www.youtube.com/watch?v=eMQuofsOOzo
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,240918092,81,4,248,1,6,132,B,Major,82,49,88,20,0,21,3,https://i.scdn.co/image/ab67616d0000b273e46a8acdbf7f48636194683a,https://open.spotify.com/search/Don%27t%20You%20Worry%20David%20Guetta%2C%20Shakira%2C%20Black%20Eyed%20Peas,https://www.youtube.com/results?search_query=Don%27t+You+Worry+David+Guetta%2C+Shakira%2C+Black+Eyed+Peas,https://www.youtube.com/watch?v=me19SUmWu2s
Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,0,284216603,165,10,177,4,73,126,,Major,67,49,77,11,0,19,11,https://i.scdn.co/image/ab67616d0000b2735d872e7b0c1ba964541f07e8,https://open.spotify.com/search/Hold%20Me%20Closer%20Elton%20John%2C%20Britney%20Spears,https://www.youtube.com/results?search_query=Hold+Me+Closer+Elton+John%2C+Britney+Spears,https://www.youtube.com/watch?v=qExVlz3zb0k
After LIKE,IVE,1,2022,8,22,767,12,265548837,20,129,11,0,12,125,,Major,68,80,92,10,0,9,12,https://i.scdn.co/image/ab67616d0000b27387f53da5fb4ab1171766b2d5,https://open.spotify.com/search/After%20LIKE%20IVE,https://www.youtube.com/results?search_query=After+LIKE+IVE,https://www.youtube.com/watch?v=F0B7HDiY-10
Bound 2,Kanye West,1,2013,1,1,19806,7,703301727,33,11,274,0,0,149,C#,Major,37,28,66,14,0,9,5,https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9,https://open.spotify.com/search/Bound%202%20Kanye%20West,https://www.youtube.com/results?search_query=Bound+2+Kanye+West,https://www.youtube.com/watch?v=BBAtAM7vtgc
Talk that Talk,TWICE,1,2022,8,26,615,0,189476119,14,77,15,1,2,120,D#,Minor,77,78,91,14,0,33,12,https://i.scdn.co/image/ab67616d0000b273c3040848e6ef0e132c5c8340,https://open.spotify.com/search/Talk%20that%20Talk%20TWICE,https://www.youtube.com/results?search_query=Talk+that+Talk+TWICE,https://www.youtube.com/watch?v=k6jqx9kZgPM
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266,49,1,67,11,1,100,C#,Major,90,75,50,11,0,9,26,https://i.scdn.co/image/ab67616d0000b2734f8799f23432ad98d522f0ec,https://open.spotify.com/search/BILLIE%20EILISH.%20Armani%20White,https://www.youtube.com/results?search_query=BILLIE+EILISH.+Armani+White,https://www.youtube.com/watch?v=4vYOwhll1fs
Static,Steve Lacy,1,2022,7,15,1613,0,202452860,21,15,13,0,0,79,C#,Major,34,22,31,43,63,10,7,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee,https://open.spotify.com/search/Static%20Steve%20Lacy,https://www.youtube.com/results?search_query=Static+Steve+Lacy,https://www.youtube.com/watch?v=jeeA2MyGXBE
The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312,124,25,"7,827",1,0,146,F,Major,56,21,44,73,0,11,2,https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82,https://open.spotify.com/search/The%20Scientist%20Coldplay,https://www.youtube.com/results?search_query=The+Scientist+Coldplay,https://www.youtube.com/watch?v=RB-RcX5DS5A
Sparks,Coldplay,1,2000,7,10,10826,4,624101957,24,0,805,0,0,103,C#,Major,37,17,27,75,5,10,3,https://i.scdn.co/image/ab67616d0000b2733d92b2ad5af9fbc8637425f0,https://open.spotify.com/search/Sparks%20Coldplay,https://www.youtube.com/results?search_query=Sparks+Coldplay,https://www.youtube.com/watch?v=xno6lesVMJc
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84697729,16,0,9,0,0,83,D#,Minor,65,24,53,6,0,51,4,https://i.scdn.co/image/ab67616d0000b2734204e8bad640cf32eca876a5,https://open.spotify.com/search/Bye%20Bye%20Marshmello%2C%20Juice%20WRLD,https://www.youtube.com/results?search_query=Bye+Bye+Marshmello%2C+Juice+WRLD,https://www.youtube.com/watch?v=ZnQMqj-Sbec
Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584,14,116,9,0,11,136,E,Minor,73,65,91,4,0,48,18,https://i.scdn.co/image/ab67616d0000b273ac815bdd584468a7aa0216e1,https://open.spotify.com/search/Nxde%20%28G%29I-DLE,https://www.youtube.com/results?search_query=Nxde+%28G%29I-DLE,https://www.youtube.com/watch?v=fCO7f0SmrDc
Miss You,Southstar,1,1982,5,16,2020,0,154356956,77,10,119,0,40,145,A,Major,66,24,58,17,0,19,5,https://i.scdn.co/image/ab67616d0000b2731b5f2557a7fe884d0e3d8b2a,https://open.spotify.com/search/Miss%20You%20Southstar,https://www.youtube.com/results?search_query=Miss+You+Southstar,https://www.youtube.com/watch?v=LL-z0yqCA3s
we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854,31,21,15,0,4,130,G,Major,57,24,37,11,18,16,3,https://i.scdn.co/image/ab67616d0000b273d6839051c4760457e1a60b2a,https://open.spotify.com/search/we%20fell%20in%20love%20in%20october%20girl%20in%20red,https://www.youtube.com/results?search_query=we+fell+in+love+in+october+girl+in+red,https://www.youtube.com/watch?v=iggmiF7DNoM
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123,41,0,158,2,68,156,G,Major,72,92,77,9,0,8,11,https://i.scdn.co/image/ab67616d0000b273caa75a1b27530c05d8b76675,https://open.spotify.com/search/2%20Be%20Loved%20%28Am%20I%20Ready%29%20Lizzo,https://www.youtube.com/results?search_query=2+Be+Loved+%28Am+I+Ready%29+Lizzo,https://www.youtube.com/watch?v=krdQLzzAeZU
Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912,86,14,80,0,37,123,D,Major,57,50,85,5,0,16,4,https://i.scdn.co/image/ab67616d0000b27300bc0dcf5dd155f73eff5267,https://open.spotify.com/search/Celestial%20Ed%20Sheeran,https://www.youtube.com/results?search_query=Celestial+Ed+Sheeran,https://www.youtube.com/watch?v=23g5HBOg3Ic
Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288,2,129,13,0,1,132,G,Major,92,53,62,7,0,63,10,https://i.scdn.co/image/ab67616d0000b2734aeaaeeb0755f1d8a8b51738,https://open.spotify.com/search/Typa%20Girl%20BLACKPINK,https://www.youtube.com/results?search_query=Typa+Girl+BLACKPINK,https://www.youtube.com/watch?v=z9tifvQSu-g
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,668,1,140430339,0,0,31,0,,125,D#,Minor,49,13,74,0,0,9,4,https://i.scdn.co/image/ab67616d0000b273a91a5b301baac1f46e6f30eb,https://open.spotify.com/search/I%20Really%20Want%20to%20Stay%20at%20Your%20House%20Rosa%20Walton%2C%20Hallie%20Coggins,https://www.youtube.com/results?search_query=I+Really+Want+to+Stay+at+Your+House+Rosa+Walton%2C+Hallie+Coggins,https://www.youtube.com/watch?v=KvMY1uzSC1E
California Breeze,Lil Baby,1,2022,10,14,991,0,85559365,36,38,13,0,3,162,F,Minor,74,22,67,0,0,11,46,https://i.scdn.co/image/ab67616d0000b27366b04b41fa6f8908dce86695,https://open.spotify.com/search/California%20Breeze%20Lil%20Baby,https://www.youtube.com/results?search_query=California+Breeze+Lil+Baby,https://www.youtube.com/watch?v=WyhU6Zb_fhY
Major Distribution,"Drake, 21 Savage",2,2022,11,4,1545,0,154863153,22,7,15,0,0,131,G#,Minor,91,23,55,1,0,7,32,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,https://open.spotify.com/search/Major%20Distribution%20Drake%2C%2021%20Savage,https://www.youtube.com/results?search_query=Major+Distribution+Drake%2C+21+Savage,https://www.youtube.com/watch?v=LfPYX03_4rA
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1930,0,191333656,24,8,17,0,1,122,E,Minor,75,45,63,6,0,35,12,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,https://open.spotify.com/search/Pussy%20%26%20Millions%20%28feat.%20Travis%20Scott%29%20Drake%2C%20Travis%20Scott%2C%2021%20Savage,https://www.youtube.com/results?search_query=Pussy+%26+Millions+%28feat.+Travis+Scott%29+Drake%2C+Travis+Scott%2C+21+Savage,https://www.youtube.com/watch?v=cSiNTuMqj-0
Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850,12,9,16,0,0,80,E,Minor,80,16,28,17,0,12,39,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,https://open.spotify.com/search/Vigilante%20Shit%20Taylor%20Swift,https://www.youtube.com/results?search_query=Vigilante+Shit+Taylor+Swift,https://www.youtube.com/watch?v=Uoey4W_3bos
Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273,10,3,12,0,0,109,G,Major,75,11,50,20,0,30,17,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,https://open.spotify.com/search/Question...%3F%20Taylor%20Swift,https://www.youtube.com/results?search_query=Question...%3F+Taylor+Swift,https://www.youtube.com/watch?v=xxrf_QBD5DE
On BS,"Drake, 21 Savage",2,2022,11,4,1338,0,170413877,9,20,7,0,0,158,A,Major,84,33,36,2,0,39,59,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,https://open.spotify.com/search/On%20BS%20Drake%2C%2021%20Savage,https://www.youtube.com/results?search_query=On+BS+Drake%2C+21+Savage,https://www.youtube.com/watch?v=PNFZHl1H8zY
Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587,7,5,13,0,0,126,E,Major,66,12,35,55,0,9,14,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,https://open.spotify.com/search/Mastermind%20Taylor%20Swift,https://www.youtube.com/results?search_query=Mastermind+Taylor+Swift,https://www.youtube.com/watch?v=Tmz1lz0zcLQ
Circo Loco,"Drake, 21 Savage",2,2022,11,4,1794,0,141720999,26,9,17,0,3,104,C#,Major,73,25,61,1,0,32,7,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,https://open.spotify.com/search/Circo%20Loco%20Drake%2C%2021%20Savage,https://www.youtube.com/results?search_query=Circo+Loco+Drake%2C+21+Savage,https://www.youtube.com/watch?v=jxILuhLm6hs
Labyrinth,Taylor Swift,1,2022,10,21,1597,0,187339835,6,3,15,0,0,110,,Major,48,15,31,80,22,12,4,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,https://open.spotify.com/search/Labyrinth%20Taylor%20Swift,https://www.youtube.com/results?search_query=Labyrinth+Taylor+Swift,https://www.youtube.com/watch?v=xTXsKMXUi7w
Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,2,198365537,26,52,10,0,95,130,G,Major,77,20,70,1,0,16,5,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,https://open.spotify.com/search/Spin%20Bout%20U%20Drake%2C%2021%20Savage,https://www.youtube.com/results?search_query=Spin+Bout+U+Drake%2C+21+Savage,https://www.youtube.com/watch?v=jALeORvCJG8
Sweet Nothing,Taylor Swift,1,2022,10,21,1747,0,186104310,9,6,13,0,2,177,,Major,34,39,16,97,0,12,5,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,https://open.spotify.com/search/Sweet%20Nothing%20Taylor%20Swift,https://www.youtube.com/results?search_query=Sweet+Nothing+Taylor+Swift,https://www.youtube.com/watch?v=rn0brgg2BpI
"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,0,177503916,4,5,8,0,0,158,G,Major,48,55,84,43,0,15,12,https://i.scdn.co/image/ab67616d0000b2737dca066ca62e4ebb583b8058,https://open.spotify.com/search/Would%27ve%2C%20Could%27ve%2C%20Should%27ve%20Taylor%20Swift,https://www.youtube.com/results?search_query=Would%27ve%2C+Could%27ve%2C+Should%27ve+Taylor+Swift,https://www.youtube.com/watch?v=B-MfwP_RmHY
Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,486,0,71095708,8,1,7,0,0,114,D,Minor,62,25,44,51,33,14,3,https://i.scdn.co/image/ab67616d0000b273992a1f56ac5382848277cff2,https://open.spotify.com/search/Con%20La%20Brisa%20Ludwig%20Goransson%2C%20Foudeqush,https://www.youtube.com/results?search_query=Con+La+Brisa+Ludwig+Goransson%2C+Foudeqush,https://www.youtube.com/watch?v=n8Fe8YdglMI
