track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,spotify_search_link,youtube_search_url,youtube_url
Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,1007,0,112436403,6,5,3,0,0,144,F,Major,93,62,61,0,0,12,20,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,https://open.spotify.com/search/Privileged%20Rappers%20Drake%2C%2021%20Savage,https://www.youtube.com/results?search_query=Privileged+Rappers+Drake%2C+21+Savage,https://www.youtube.com/watch?v=lF3K70KR5Xk
The Astronaut,Jin,1,2022,10,28,481,9,203436468,10,100,15,1,27,125,F,Major,54,22,76,0,0,14,3,https://i.scdn.co/image/ab67616d0000b27343aaff780ea621da5ce4eb0a,https://open.spotify.com/search/The%20Astronaut%20Jin,https://www.youtube.com/results?search_query=The+Astronaut+Jin,https://www.youtube.com/watch?v=c6ASQOwKkhk
BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537,8,5,2,0,0,142,F,Minor,85,40,43,4,0,39,32,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,https://open.spotify.com/search/BackOutsideBoyz%20Drake,https://www.youtube.com/results?search_query=BackOutsideBoyz+Drake,https://www.youtube.com/watch?v=srlxBpbKz70
Broke Boys,"Drake, 21 Savage",2,2022,11,4,1060,0,106249219,3,8,5,0,0,120,D,Major,64,11,53,1,0,25,27,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,https://open.spotify.com/search/Broke%20Boys%20Drake%2C%2021%20Savage,https://www.youtube.com/results?search_query=Broke+Boys+Drake%2C+21+Savage,https://www.youtube.com/watch?v=cE0iNes-bMQ
The Great War,Taylor Swift,1,2022,10,21,1274,0,181382590,1,6,11,0,0,96,F,Major,57,55,74,22,0,8,4,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,https://open.spotify.com/search/The%20Great%20War%20Taylor%20Swift,https://www.youtube.com/results?search_query=The+Great+War+Taylor+Swift,https://www.youtube.com/watch?v=iFX6_9h7th0
My Mind & Me,Selena Gomez,1,2022,11,3,953,0,91473363,61,13,37,1,0,144,A,Major,60,24,39,57,0,8,3,https://i.scdn.co/image/ab67616d0000b2730f5397dc6aa91374897182e0,https://open.spotify.com/search/My%20Mind%20%26%20Me%20Selena%20Gomez,https://www.youtube.com/results?search_query=My+Mind+%26+Me+Selena+Gomez,https://www.youtube.com/watch?v=TW98pGSTvM0
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,0,121871870,4,0,8,0,0,166,F#,Major,42,7,24,83,1,12,6,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,https://open.spotify.com/search/Bigger%20Than%20The%20Whole%20Sky%20Taylor%20Swift,https://www.youtube.com/results?search_query=Bigger+Than+The+Whole+Sky+Taylor+Swift,https://www.youtube.com/watch?v=l8Tps3PITx4
WILDFLOWER,Billie Eilish,1,2024,5,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,50,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,https://open.spotify.com/track/3QaPy1KgI7nu9FJEQUgn6h,,https://www.youtube.com/watch?v=l08Zw-RY__Q
BIRDS OF A FEATHER,Billie Eilish,1,2024,5,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,18,43,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB,,https://www.youtube.com/watch?v=V9PVRfjEBTI
"I Love You, I'm Sorry",Gracie Abrams,1,2024,6,21,0,0,0,0,0,0,0,0,120,Unknown,Major,50,47,62,20,0,10,5,https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b,https://open.spotify.com/track/51rfRCiUSvxXlCSCfIztBy,,https://www.youtube.com/watch?v=xsQxSsJHzgA
Die With A Smile,"Lady Gaga, Bruno Mars",2,2024,8,16,0,0,0,0,0,0,0,0,120,Unknown,Major,50,60,67,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45,https://open.spotify.com/track/2plbrEY59IikOBgBGLjaoe,,https://www.youtube.com/watch?v=kPa7bsKwL-c
Indigo (feat. Avery Anna),"Sam Barber, Avery Anna",2,2024,11,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,45,66,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273c944a2c490ed24e29eef5119,https://open.spotify.com/track/1KZG1H1OCugGqIRmk1wF9m,,https://www.youtube.com/watch?v=0iMPhRWExTo
Like Him (feat. Lola Young),"Tyler, The Creator, Lola Young",2,2024,10,28,0,0,0,0,0,0,0,0,120,Unknown,Major,50,45,61,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273084a94988541c2402615d014,https://open.spotify.com/track/6jbYpRPTEFl1HFKHk1IC0m,,https://www.youtube.com/watch?v=loSRfGd07Ks
Pink Skies,Zach Bryan,1,2024,5,24,0,0,0,0,0,0,0,0,120,Unknown,Major,50,23,28,20,0,10,5,https://i.scdn.co/image/ab67616d0000b2731a2c9ac2d39bc5c2e22b9555,https://open.spotify.com/track/4ZJ4vzLQekI0WntDbanNC7,,https://www.youtube.com/watch?v=fs49xFmmHCo
tv off (feat. lefty gunplay),"Kendrick Lamar, Lefty Gunplay",2,2024,11,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,60,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,https://open.spotify.com/track/0aB0v4027ukVziUGwVGYpG,,https://www.youtube.com/watch?v=U8F5G5wR1mk
Not Like Us,Kendrick Lamar,1,2024,5,4,0,0,0,0,0,0,0,0,120,Unknown,Major,50,39,56,20,0,10,5,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad,https://open.spotify.com/track/6AI3ezQ4o3HUoP6Dhudph3,,https://www.youtube.com/watch?v=H58vbez_m4E
"Good Luck, Babe!",Chappell Roan,1,2024,4,5,0,0,0,0,0,0,0,0,120,Unknown,Major,50,42,56,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7,https://open.spotify.com/track/0WbMK4wrZ1wFSty9F7FCgu,,https://www.youtube.com/watch?v=1RKqOmSkGgM
weren't for the wind,Ella Langley,1,2024,11,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,59,62,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273edf9ec71330d53881ee0c2d9,https://open.spotify.com/track/2A22iI0x4EYAVXNpKPhNEM,,https://www.youtube.com/watch?v=U4NPZi2b0aQ
Taste,Sabrina Carpenter,1,2024,8,23,0,0,0,0,0,0,0,0,120,Unknown,Major,50,68,61,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626,https://open.spotify.com/track/5G2f63n7IPVPPjfNIGih7Q,,https://www.youtube.com/watch?v=KEG7b851Ric
Beautiful Things,Benson Boone,1,2024,4,5,0,0,0,0,0,0,0,0,120,Unknown,Major,50,27,55,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40,https://open.spotify.com/track/3xkHsmpQCBMytMJNiDf3Ii,,https://www.youtube.com/watch?v=Oa_RSwwpPaA
we can't be friends (wait for your love),Ariana Grande,1,2024,3,8,0,0,0,0,0,0,0,0,120,Unknown,Major,50,54,74,20,0,10,5,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4,https://open.spotify.com/track/51ZQ1vr10ffzbwIjDCwqm4,,https://www.youtube.com/watch?v=KNtJGQkC-WI
luther (with sza),"Kendrick Lamar, SZA",2,2024,11,21,0,0,0,0,0,0,0,0,120,Unknown,Major,50,44,62,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27309d6ed214f03fbb663e46531,https://open.spotify.com/track/2CGNAOSuO1MEFCbBRgUzjd,,https://www.youtube.com/watch?v=sNY_2TEmzho
Juno,Sabrina Carpenter,1,2024,8,23,0,0,0,0,0,0,0,0,120,Unknown,Major,50,65,77,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626,https://open.spotify.com/track/21B4gaTWnTkuSh77iWEXdS,,https://www.youtube.com/watch?v=1aMCVgRKcP4
Like That,"Future, Metro Boomin, Kendrick Lamar",3,2024,3,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,49,58,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273cec3fc072352b5f4f637d9fa,https://open.spotify.com/track/2tudvzsrR56uom6smgOcSf,,https://www.youtube.com/watch?v=N9bKBAA22Go
squabble up,Kendrick Lamar,1,2024,11,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,59,42,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,https://open.spotify.com/track/0nj9Bq5sHDiTxSHunhgkFb,,https://www.youtube.com/watch?v=fuV4yQWdn_4
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",4,2024,10,28,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,53,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273084a94988541c2402615d014,https://open.spotify.com/track/3tFed7YsjGnIfxeLEQwx3R,,https://www.youtube.com/watch?v=mKzg_ZdDSRc
Bed Chem,Sabrina Carpenter,1,2024,8,23,0,0,0,0,0,0,0,0,120,Unknown,Major,50,61,69,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626,https://open.spotify.com/track/1UHS8Rf6h5Ar3CDWRd3wjF,,https://www.youtube.com/watch?v=x8VkB8ap_FQ
Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,1,2024,5,16,0,0,0,0,0,0,0,0,120,Unknown,Major,50,71,61,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27339808230102049beb62fdd7b,https://open.spotify.com/track/6GG4yyk3UATdBfTHVgI8PB,,https://www.youtube.com/watch?v=J6YlaeACE4E
Sweet Boy,Malcolm Todd,1,2024,4,5,0,0,0,0,0,0,0,0,120,Unknown,Major,50,48,62,20,0,10,5,https://i.scdn.co/image/ab67616d0000b2732c1f34ecc1929fb59908aad1,https://open.spotify.com/track/59c2xv2kMzYM6HR9oY6BIa,,https://www.youtube.com/watch?v=14OBXAjgj7U
Touch,KATSEYE,1,2024,7,26,0,0,0,0,0,0,0,0,120,Unknown,Major,50,38,59,20,0,10,5,https://i.scdn.co/image/ab67616d0000b2737e76c17cfbc723800452a24f,https://open.spotify.com/track/6aJn7Cst74cj4lNIiPRgav,,https://www.youtube.com/watch?v=Zu4ktJDm20o
Stargazing,Myles Smith,1,2024,5,10,0,0,0,0,0,0,0,0,120,Unknown,Major,50,45,68,20,0,10,5,https://i.scdn.co/image/ab67616d0000b2733d37877506b23a60160df9ff,https://open.spotify.com/track/3Vr3zh0r7ALn8VLqCiRR10,,https://www.youtube.com/watch?v=tKml80alH3Y
MILLION DOLLAR BABY,Tommy Richman,1,2024,4,26,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,54,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27301c0cd5da820e6128655854f,https://open.spotify.com/track/5AJ9hqTS2wcFQCELCFRO7A,,https://www.youtube.com/watch?v=Zf1d8SGuxfs
Carry You Home,Alex Warren,1,2024,9,26,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,61,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27342fe69c0e7e5c92f01ece8ce,https://open.spotify.com/track/1wOp7yTVyH176bW1z9WAiv,,https://www.youtube.com/watch?v=d4iGZ_jP-1U
CHIHIRO,Billie Eilish,1,2024,5,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,12,35,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,https://open.spotify.com/track/7BRD7x5pt8Lqa1eGYC4dzj,,https://www.youtube.com/watch?v=BY_XwvKogC8
Too Sweet,Hozier,1,2024,8,19,0,0,0,0,0,0,0,0,120,Unknown,Major,50,46,71,20,0,10,5,https://i.scdn.co/image/ab67616d0000b2738217a2c528bf9ad2ccbc82dc,https://open.spotify.com/track/76JKIsdKrAfWUMjaA0u7v5,,https://www.youtube.com/watch?v=NTpbbQUBbuo
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",2,2024,8,15,0,0,0,0,0,0,0,0,120,Unknown,Major,50,43,62,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0,https://open.spotify.com/track/5IZXB5IKAD2qlvTPJYDCFB,,https://www.youtube.com/watch?v=4QIZE708gJ4
Espresso,Sabrina Carpenter,1,2024,8,23,0,0,0,0,0,0,0,0,120,Unknown,Major,50,70,73,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626,https://open.spotify.com/track/2HRqTpkrJO5ggZyyK6NPWz,,https://www.youtube.com/watch?v=eVli-tstM5E
APT.,"ROSE, Bruno Mars",2,2024,10,18,0,0,0,0,0,0,0,0,120,Unknown,Major,50,45,62,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27336032cb4acd9df050bc2e197,https://open.spotify.com/track/5vNRhkKd0yEAg8suGBpjeY,,https://www.youtube.com/watch?v=ekr2nIex040
Defying Gravity,"Cynthia Erivo, Ariana Grande",2,2024,11,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,41,57,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,https://open.spotify.com/track/5QMrH5nszZZR3nefIj6Mar,,https://www.youtube.com/watch?v=--cKiEuqEkQ
Debut,KATSEYE,1,2024,6,28,0,0,0,0,0,0,0,0,120,Unknown,Major,50,55,70,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273ae7a2d2a713dccb83c86b263,https://open.spotify.com/track/58AZXyKRlsMBMcrRjpJpVG,,https://www.youtube.com/watch?v=bYg6aMDQ_TA
THE GREATEST,Billie Eilish,1,2024,5,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,15,38,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,https://open.spotify.com/track/6TGd66r0nlPaYm3KIoI7ET,,https://www.youtube.com/watch?v=WkdQhfDRBKs
Please Please Please,Sabrina Carpenter,1,2024,8,23,0,0,0,0,0,0,0,0,120,Unknown,Major,50,70,65,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626,https://open.spotify.com/track/2tHwzyyOLoWSFqYNjeVMzj,,https://www.youtube.com/watch?v=cF1Na4AIecM
What Is This Feeling?,"Ariana Grande, Cynthia Erivo",2,2024,11,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,71,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,https://open.spotify.com/track/7eGuPhpdS8sBjPJNuAShUX,,https://www.youtube.com/watch?v=amgPXKrFZVg
Who,Jimin,1,2024,7,19,0,0,0,0,0,0,0,0,120,Unknown,Major,50,41,81,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec,https://open.spotify.com/track/7tI8dRuH2Yc6RuoTjxo4dU,,https://www.youtube.com/watch?v=Av9DvtlJ9_M
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",4,2024,3,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,30,67,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273cec3fc072352b5f4f637d9fa,https://open.spotify.com/track/28drn6tQo95MRvO0jQEo5C,,https://www.youtube.com/watch?v=I0fgkcTbBoI
Spin You Around (1/24),Morgan Wallen,1,2024,1,26,0,0,0,0,0,0,0,0,120,Unknown,Major,50,66,79,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27379663e938af7d4dc153da554,https://open.spotify.com/track/47Xj8eIAp7hYOOqArmkqZE,,https://www.youtube.com/watch?v=SL4BH6VoK4Y
Miles On It,"Marshmello, Kane Brown",2,2024,5,3,0,0,0,0,0,0,0,0,120,Unknown,Major,50,49,53,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27360d9e6851312e529730690d5,https://open.spotify.com/track/4pkb8SbRGeHAvdb87v9rpf,,https://www.youtube.com/watch?v=RMmoyP_cpEg
make you mine,Madison Beer,1,2024,2,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,47,65,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273e0fbdeed0ac9e8daca2d9bd1,https://open.spotify.com/track/48vIfHaK7by6x0T6ucpODL,,https://www.youtube.com/watch?v=XFR7v5ix5hU
Liar,Jelly Roll,1,2024,10,10,0,0,0,0,0,0,0,0,120,Unknown,Major,50,59,60,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273d80f1f7607d4b12390321773,https://open.spotify.com/track/0llPOBVoJYDAtdmVlNE41A,,https://www.youtube.com/watch?v=HcNILY4gtNI
LUNCH,Billie Eilish,1,2024,5,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,12,25,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,https://open.spotify.com/track/629DixmZGHc7ILtEntuiWE,,https://www.youtube.com/watch?v=MB3VkzPdgLA
I Am Not Okay,Jelly Roll,1,2024,10,10,0,0,0,0,0,0,0,0,120,Unknown,Major,50,55,65,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273d80f1f7607d4b12390321773,https://open.spotify.com/track/3SaS0Va6o6jYkWvadT86C6,,https://www.youtube.com/watch?v=Qop5XLgwkNc
RIP,LUCKI,1,2024,6,14,0,0,0,0,0,0,0,0,120,Unknown,Major,50,45,66,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27319ff025a0574f759db86d3d2,https://open.spotify.com/track/0iBV6djrudVllSHVTSAJbB,,https://www.youtube.com/watch?v=rSO1cBfPVQg
her,JVKE,1,2024,8,30,0,0,0,0,0,0,0,0,120,Unknown,Major,50,24,57,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273a0934c15232680a3afc9da6e,https://open.spotify.com/track/6G9YlbU3ByPJQvOFDRdwyM,,https://www.youtube.com/watch?v=f5-IY_Ja1RM
Messy,Lola Young,1,2024,6,21,0,0,0,0,0,0,0,0,120,Unknown,Major,50,44,61,20,0,10,5,https://i.scdn.co/image/ab67616d0000b2736aa2a180c7b009ca8454ef89,https://open.spotify.com/track/35ISBknsCeZQtq66xABI9g,,https://www.youtube.com/watch?v=k-k2_Liofy8
redrum,21 Savage,1,2024,1,12,0,0,0,0,0,0,0,0,120,Unknown,Major,50,46,56,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27369c2e8a818640b05fac2fdfd,https://open.spotify.com/track/52eIcoLUM25zbQupAZYoFh,,https://www.youtube.com/watch?v=U4mADkt6o-M
Her,The American Dawn,1,2024,7,26,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,64,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273975493c69e395bf309144b81,https://open.spotify.com/track/2vlkTkPqdATznKHu9gD2c1,,https://www.youtube.com/watch?v=rvAGVO_A9ig
Seven Minutes in Heaven,Mindless Self Indulgence,1,2024,6,15,0,0,0,0,0,0,0,0,120,Unknown,Major,50,49,62,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273888e64eb7975dc754e6a729c,https://open.spotify.com/track/2t7B8DDBgLbMcYVMTo8vd5,,https://www.youtube.com/watch?v=x0jrUwxUFLU
Magnetic,ILLIT,1,2024,3,25,0,0,0,0,0,0,0,0,120,Unknown,Major,50,39,61,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273f037c5fb9de6c78726cb8e2c,https://open.spotify.com/track/1aKvZDoLGkNMxoRYgkckZG,,https://www.youtube.com/watch?v=Vk5-c_v4gMU
N o C h i l l,PARTYNEXTDOOR,1,2024,4,26,0,0,0,0,0,0,0,0,120,Unknown,Major,50,46,59,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273241d955916998a678741e961,https://open.spotify.com/track/1zhMHgotgZXkLCXpqNRnPK,,https://www.youtube.com/watch?v=5_F0YCqdxnM
Tu Boda,"Oscar Maydon, Fuerza Regida",2,2024,9,26,0,0,0,0,0,0,0,0,120,Unknown,Major,50,48,65,20,0,10,5,https://i.scdn.co/image/ab67616d0000b2731841b15585341c98f761d252,https://open.spotify.com/track/1cOboCuWYI2osTOfolMRS6,,https://www.youtube.com/watch?v=_ymicn0_GYc
Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",2,2024,4,18,0,0,0,0,0,0,0,0,120,Unknown,Major,50,62,64,20,0,10,5,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,https://open.spotify.com/track/2OzhQlSqBEmt7hmkYxfT6m,,https://www.youtube.com/watch?v=V-iZOohyftg
do i ever cross your mind,sombr,1,2024,8,30,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,63,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27386ce0a577481711ca8d5f5b9,https://open.spotify.com/track/5dt0PVoQ5xq5mvrJ1Bp3ou,,https://www.youtube.com/watch?v=dgWLP-KFYyY
Scared To Start,Michael Marcagi,1,2024,1,12,0,0,0,0,0,0,0,0,120,Unknown,Major,50,35,63,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27351ef67c49732e45cd2b26fbe,https://open.spotify.com/track/3Pbp7cUCx4d3OAkZSCoNvn,,https://www.youtube.com/watch?v=i1l7QLE4ju0
BLUE,Billie Eilish,1,2024,5,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,16,51,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,https://open.spotify.com/track/2prqm9sPLj10B4Wg0wE5x9,,https://www.youtube.com/watch?v=_IjWFq1c5M4
Before You Leave Me,Alex Warren,1,2024,9,26,0,0,0,0,0,0,0,0,120,Unknown,Major,50,47,65,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27342fe69c0e7e5c92f01ece8ce,https://open.spotify.com/track/792FHkvZbBQuWWM1a4TfL8,,https://www.youtube.com/watch?v=0CzEr7YT5oI
A Lot More Free,Max McNown,1,2024,9,6,0,0,0,0,0,0,0,0,120,Unknown,Major,50,48,57,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273247ffb1f0954456059b8e0c9,https://open.spotify.com/track/3i86MS9vF1VCf0h2IEpKWY,,https://www.youtube.com/watch?v=Z2BQK2hO5HI
HOLLYWOOD,"Peso Pluma, Estevan Plazola",2,2024,6,20,0,0,0,0,0,0,0,0,120,Unknown,Major,50,57,67,20,0,10,5,https://i.scdn.co/image/ab67616d0000b2732690127e1d6cd0aa35cc353b,https://open.spotify.com/track/5GTBdEjZe7zEDp1N0eCZE4,,https://www.youtube.com/watch?v=rCL8-CiGSmc
Gata Only,"FloyyMenor, Cris MJ",2,2024,2,2,0,0,0,0,0,0,0,0,120,Unknown,Major,50,54,58,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273c4583f3ad76630879a75450a,https://open.spotify.com/track/6XjDF6nds4DE2BBbagZol6,,https://www.youtube.com/watch?v=-r687V8yqKY
My Way,KATSEYE,1,2024,8,16,0,0,0,0,0,0,0,0,120,Unknown,Major,50,59,56,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273ae505d79ebf40fb207b6d4e0,https://open.spotify.com/track/3zUxQpCyUrfEjz6Y07yg4b,,https://www.youtube.com/watch?v=1P8BbTY8gWo
i like the way you kiss me,Artemas,1,2024,3,19,0,0,0,0,0,0,0,0,120,Unknown,Major,50,53,74,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273e67611dbbf69a90d0b6cb738,https://open.spotify.com/track/2GxrNKugF82CnoRFbQfzPf,,https://www.youtube.com/watch?v=evJ6gX1lp2o
Houdini,Dua Lipa,1,2024,5,3,0,0,0,0,0,0,0,0,120,Unknown,Major,50,73,83,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273778c1e4660aa23f6728b32a1,https://open.spotify.com/track/6D8y7Bck8h11byRY88Pt2z,,https://www.youtube.com/watch?v=suAR1PYFNYA
Pretty Slowly,Benson Boone,1,2024,8,15,0,0,0,0,0,0,0,0,120,Unknown,Major,50,30,51,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273b42f7c00cad0723ad163292f,https://open.spotify.com/track/1QxxBUAx42J8pIFYJJR880,,https://www.youtube.com/watch?v=4BuWrb8A_w4
Guess featuring billie eilish,"Charli xcx, Billie Eilish",2,2024,10,11,0,0,0,0,0,0,0,0,120,Unknown,Major,50,38,63,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27355a1e72ba425c60a02a9bb47,https://open.spotify.com/track/0IsIY8pfu1yaGkPUD7pkDx,,https://www.youtube.com/watch?v=huGd4efgdPA
hakuna matata,Gunna,1,2024,5,10,0,0,0,0,0,0,0,0,120,Unknown,Major,50,41,65,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5,https://open.spotify.com/track/32TTewBmtmhUmYxS1ajqaJ,,https://www.youtube.com/watch?v=6uQzlO5enxM
Ghost Town,Benson Boone,1,2024,4,5,0,0,0,0,0,0,0,0,120,Unknown,Major,50,25,62,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40,https://open.spotify.com/track/6HuHyXviAdpmnQu73JHfBz,,https://www.youtube.com/watch?v=prYbXj3zPfs
supernatural,Ariana Grande,1,2024,3,8,0,0,0,0,0,0,0,0,120,Unknown,Major,50,56,70,20,0,10,5,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4,https://open.spotify.com/track/142PiXzA84lmEw2RstFHFa,,https://www.youtube.com/watch?v=4bwnO0FQp1s
Strategy (from the Netflix film KPop Demon Hunters),TWICE,1,2024,12,6,0,0,0,0,0,0,0,0,120,Unknown,Major,50,89,90,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273acf8ff27be32aec99d6c99a0,https://open.spotify.com/track/22fSzde77hjB052Vo155LF,,https://www.youtube.com/watch?v=2iyZPfsKhTU
BMF,SZA,1,2024,12,20,0,0,0,0,0,0,0,0,120,Unknown,Major,50,48,65,20,0,10,5,https://i.scdn.co/image/ab67616d0000b27316fdde9f6b5606419ca9b7ca,https://open.spotify.com/track/3U3hFkMr0Q90pD24EkE3Pr,,https://www.youtube.com/watch?v=hWjwNgiLMgA
Training Season,Dua Lipa,1,2024,5,3,0,0,0,0,0,0,0,0,120,Unknown,Major,50,70,84,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273778c1e4660aa23f6728b32a1,https://open.spotify.com/track/5b5cPscqVEMChvDqscVw26,,https://www.youtube.com/watch?v=3DcoC8p9az8
Strategy (feat. Megan Thee Stallion),"TWICE, Megan Thee Stallion",2,2024,12,6,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,67,20,0,10,5,https://i.scdn.co/image/ab67616d0000b273acf8ff27be32aec99d6c99a0,https://open.spotify.com/track/5zQUndaoBtXJ10SsApqtvw,,https://www.youtube.com/watch?v=Sz_wWzgh-vQ
